users,v_title,Liked
Mayank,"Full Song: KHAIRIYAT (BONUS TRACK) | CHHICHHORE | Sushant, Shraddha | Pritam, Amitabh B|Arijit Singh",1
Mayank,"Chhod Diya (Lyrics) - Arijit Singh, Kanika Kapoor | Baazaar",1
Mayank,Arijit Singh Live MTV India Tour | Mumbai Highlights | 1080p FULL HD,1
Mayank,Hamdard Full Video Song | Ek Villain | Arijit Singh | Mithoon,1
Mayank,Arijit Singh with his soulful performance | 6th Royal Stag Mirchi Music Awards | Radio Mirchi,1
Mayank,Arijit Singh live lockdown Virtual Concert 2021 | Helping Rural India | Full live concert,1
Mayank,Jaan Nisaar - Lyrical | Kedarnath| Arijit Singh | Sushant Singh Rajput | Sara Ali Khan| Amit Trivedi,1
Mayank,"Arijit Singh: Pachtaoge | Vicky Kaushal, Nora Fatehi |Jaani, B Praak, Arvindr Khaira | Bhushan Kumar",1
Mayank,"Lyrical: Thodi Jagah Video | Riteish D, Sidharth M, Tara S | Arijit Singh | Tanishk Bagchi",1
Mayank,"Hawayein Lyric Video - Jab Harry Met Sejal|Shah Rukh Khan, Anushka|Arijit Singh|Pritam",1
Mayank,"Jo Bheji Thi Duaa - Arijit Singh | Nandini Srikar, Kumaar | Vishal-Shekhar | Shanghai",1
Mayank,"Kalank Title Track - Lyrical | Alia Bhatt , Varun Dhawan | Arijit Singh | Pritam| Amitabh",1
Mayank,"Arijit Singh : Lambiyaan Si Judaiyaan  Full Song | Raabta | Sushant Rajput, Kriti Sanon | T-Series",1
Mayank,"Full Song: Tujhe Kitna Chahne Lage | Kabir Singh | Mithoon Feat. Arijit Singh | Shahid K, Kiara A",1
Mayank,Agar Tum Saath Ho - Full Song - ALKA YAGNIK and ARIJIT SINGH,1
Mayank,"Dil Na Jaaneya - Arijit Singh | Good Newwz | Akshay Kumar, Kareena Kapoor, Diljit, Kiara | Rochak K",1
Mayank,ARIJIT SINGH BEST HEART TOUCHING SONGS | TOP 15 SAD SONGS OF ARIJIT SINGH@Sweet Bhavika,1
Mayank,Neha Kakkar | Tribute to Arijit Singh | Vibhor Parashar | Kunal Pandit | Smule Mirchi Music Awards,1
Mayank,"Salamat Lyrics | Sarbjit | Amaal Mallik, Arijit Singh &amp; Tulsi Kumar",1
Mayank,"Jo Tum Aa Gaye Ho - Toofaan | Farhan Akhtar,Mrunal T|Arijit Singh|Samuel,Akanksha|Javed Akhtar,Manoj",1
Mayank,Tomake Chai (তোমাকে চাই ) | Gangster | Arijit Singh | Arindom | Yash | Mimi | Birsa Dasgupta | SVF,0
Mayank,"Tera Fitoor Lyrical - Genius | Utkarsh Sharma, Ishita Chauhan | Arijit Singh | Himesh Reshammiya",1
Mayank,Ananya - Toofaan | Farhan Akhtar &amp; Mrunal Thakur | Arijit Singh | Shankar Ehsaan Loy | Javed Akhtar,1
Mayank,Best Of Arijit Singh And Atif Aslam Songs 2019 | NEW HINDI ROMANTIC LOVE SONGS | Bollywood SonGS,1
Mayank,"Haan Main Galat - Love Aaj Kal | Kartik, Sara | Pritam | Arijit Singh | Shashwat",1
Mayank,"Chal Wahan Jaate Hain Full VIDEO Song - Arijit Singh | Tiger Shroff, Kriti Sanon | T-Series",1
Mayank,How to Sing by Arijit Singh for New Singer  basic Technic for new Singers 2019,1
Mayank,Best of Arijit Singh 2020 | 80 Super Hit Songs Jukebox | 6 hours non stop,1
Mayank,"Bollywood New Songs 2021 💖 Jubin Nautyal, Arijit Singh, Atif Aslam,Neha Kakkar 💖 Hindi Songs.",1
Mayank,"AGAR TUM SAATH HO (LYRICS) | ARIJIT SINGH, ALKA YAGNIK | RANBIR K, DEEPIKA P | A.R REHMAN, IRSHAAD K",1
Mayank,Main Tera Hero | Shanivaar Raati | Full Video Song | Arijit Singh | Varun Dhawan,1
Mayank,"ARIJIT SINGH VERSION: Bekhayali Full Song | Kabir Singh | Shahid K,Kiara A | Sandeep Reddy V| Irshad",1
Mayank,"Mast Magan - Arijit Singh, Chinmayi Sripada [WORMONO Lofi Remake] | 2 States | Bollywood Lofi",1
Mayank,Jaan Nisaar - Arijit Singh [WORMONO Lofi Remake] | Kedarnath | Bollywood Lofi,1
Mayank,Kabhi Jo Badal Barse | Breakup | Dj Seenu KGP | Love Mix | Arijit Singh | BASS CRACKERS,1
Mayank,Neki Ki Raah (LYRICS) - Arijit Singh Ft. Mithoon,1
Mayank,Arijit Singh&#39;s NEW SOULFUL Performance on Facebook Live 2021 | Indian American Reactions !!,1
Mayank,"Mast Magan FULL Video Song | 2 States | Arijit Singh | Arjun Kapoor, Alia Bhatt",1
Mayank,Khairiyat Puncho | Dj Remix | Arijit Singh | Sushant Singh | #Heart #Toching #Love Song | T M Series,1
Mayank,ARIJIT SINGH JUKEBOX 2016-2017| BEST OF ARIJIT SINGH| TOP 20 SONGS OF ARIJIT|,1
Mayank,Muskurane Lirik dan Artinya - Arijit Singh,0
Mayank,"New Hindi  Songs 2021 - Jubin Nautyal, Arijit Singh, Armaan Malik,Atif Aslam,Neha Kakkar",1
Mayank,450K Special Montage | Jaan Nisar | Arijit Singh | Best Ever | Pubg Mobile,0
Mayank,"Sajde | Full Song | Kill Dil | Ranveer, Parineeti, Arijit Singh, Nihira | Shankar-Ehsaan-Loy, Gulzar",1
Mayank,Qaafirana | Kedarnath | Sushant Rajput | Sara Ali Khan | Arijit Singh &amp; Nikhita | Amit Trivedi,1
Mayank,Gerua - Arijit Singh (lirik terjemahan indonesia),0
Ajit,Indian Background Flute Music: Instrumental Meditation Music | Yoga Music | Spa Music for Relaxation,1
Ajit,"DILBAR Lyrical | Satyameva Jayate |John Abraham, Nora Fatehi,Tanishk B, Neha Kakkar,Dhvani, Ikka",0
Ajit,Classical Indian Music,1
Ajit,"Hindi Melody Songs | Superhit Hindi Song | kumar sanu, alka yagnik &amp; udit narayan",1
Ajit,Hindi Songs Unforgettable Golden Hits| Kumar Sanu_Alka Yagnik_Sonu Nigam_Kavita Krishanamurty_Udit N,1
Ajit,Nina Burmi | Mishra Bhairavi Thumri | Indian Classical Music,1
Ajit,Top 5 Bollywood Dance Songs | [Traditional Hits] | JukeBox,1
Ajit,"BEST Of Bollywood Old Hindi Songs, Romantic Heart Songs_ Kumar Sanu, Alka Yagnik, Lata Mangeshkar",1
Ajit,"Hindi Melody Songs | Superhit Hindi Song | kumar sanu, alka yagnik &amp; udit narayan | #musical_masti",1
Ajit,Bollywood Hits Songs 2021 💖 New Hindi Song 2021 💖 Top Bollywood Romantic Love Songs.,1
Ajit,Nadiyon Paar - Full Song - Roohi | Janhvi Kapoor| Sachin-Jigar | Shamur | Rashmeet K,1
Ajit,"Dil 1990 Songs  Aamir Khan, Madhuri Dixit  Popular 90&#39;s Songs  INDIAN MUSIC",1
Ajit,Hit song 1999 ke,1
Ajit,NEW BOLLYWOOD HINDI SONGS 2019 | VIDEO JUKEBOX | Top Bollywood Songs 2019,1
Ajit,"Jaan Tere Naam Jukebox - Full Album Songs | Ronit Roy, Farheen, Nadeem Shravan",1
Ajit,"Dilwale Lyrical Songs Jukebox With Dialogues | Ajay Devgan, Raveena Tandon | INDIAN MUSIC",1
Ajit,Indian Tabla + Hang Drum Music || Positive Energy Beats || Yoga Music || Instrumental Music,1
Ajit,Old Vs New Bollywood Mashup Songs 2021 | Old Hindi Songs Mashup Live_Romantic Songs_BoLLyWoOd MaSHuP,1
Ajit,New Bollywood Songs 2018 - Top Hindi Songs 2018 (Trending Indian Music ),1
Ajit,Traditional Hindu Music | Madhyalaya | Instrumental Indian Music,1
Ajit,"Sapne Sajan Ke Movie All Songs Jukebox | Rahul Roy, Karisma Kapoor, Jackie Shroff | INDIAN MUSIC",0
Ajit,Exquisite Afternoon Raag Bhimpalasi | Kaushiki Chakraborty | Patiala Khayal | Music of India,1
Ajit,Old Hindi SONGS Unforgettable Golden Hits _ Ever Romantic Songs || Best Indian Songs | Eric Davis,1
Ajit,Bhai Bhai Song | Bhuj: The Pride Of India |Sanjay D.| Mika S | Lijo George - DJ Chetas| Manoj M,1
Ajit,Old Vs New Bollywood Mashup 2021 | Top 100 Hindi Romantic Songs - Indian mashup  \ Party Mashup 2021,0
Ajit,Indian Flute Meditation Music || Pure Positive Vibes || Instrumental Music for Meditation and Yoga,1
Ajit,"Sajan Movie all Songs Jukebox | Evergreen Hits Songs | Madhuri Dixit, Salman Khan, Sanjay dutt",1
Ajit,Daler Mehndi - Tunak Tunak Tun Video,0
Ajit,Indian Sitar Instrumental Music 10 Hours,0
Ajit,Gadar Movie All Songs jukebox  | 90s Hit songs |  Hindi songs jukebox,1
Ajit,"Native American Indian Meditation Music: Shamanic Flute Music, Healing Music, Calming Music",0
Ajit,Panjabi MC - Mundian To Bach Ke (The Dictator Soundtrack),0
Ajit,#teaser #shortclip3 #hindustaniclassicalraga #Indianmusic #Classicalmusic #VedangDharashive #music,1
Ajit,Throwback Indian Remix (Bass Up Edition),0
Ajit,Top 75 Most Viewed Indian Songs on Youtube of All Time | Most Watched Indian Songs,1
Ajit,अच्छा Harmonium में कितना Keys और कितना Reed होना चाहिए | Indian Music ART,1
Ajit,Yesu Mere | New Hindi Christian Song | Shirin George | Pr. Wilson George | Vijay Baisil ©,0
Ajit,Hits of 60&#39;s Hindi Song Collection (1960-1969) | Non Stop Evergreen Love Songs,1
Ajit,"Hindi Melody Songs | Sadabahar Gana : kumar sanu, alka yagnik &amp; udit narayan | #musical_masti",1
Ajit,"OFFICIAL: &#39;India Waale&#39; FULL VIDEO Song |Happy New Year | Shah Rukh Khan, Deepika Padukone",1
Ajit,This song makes me cry! The Last of the Mohicans THE BEST EVER! by Alexandro Querevalú,1
Ajit,Despacito - Indian Classical Version (feat. Praveen Prathapan &amp; Janan Sathiendran),1
Ajit,"Dilwale Dulhania Le Jayenge All Songs Jukebox | Shahrukh Khan, Kajol",1
Ajit,NEW BOLLYWOOD HINDI SONGS 2018 | VIDEO JUKEBOX | Latest Bollywood Songs 2018,1
Ajit,Best Of 60s &amp; 70s | Evergreen Hindi Songs |Purane Gaane | Dosti |Jeevan Mrityu |Chitchor | Old Songs,1
Ajit,"Tum Bin Movie All Songs Jukebox | Priyanshu Chatterjee, Sandali Sinha | INDIAN MUSIC",1
Ajit,INDIA CHILLOUT MUSIC MIX 2019 (Ishvari),0
Ajit,Emayya Rama: Vizag Labs | Indian Classical Music,1
Ajit,"Har Dil Jo Pyar Karega 4k Hd Video Song | Salman Khan, Rani Mukherjee | Alka Yagnik, Udit Narayan",1
Ajit,Hindi Rhymes for Children &amp; Baby Songs Collection | Infobells,0
Ajit,v_title,1
Ajit,Best of Arijit Singh  l Arijit Singh Romantic Hindi Songs l Arijit Singh New Songs l Audio Jukebox,1
Ajit,Best of Arijit Singhs 2019 | Arijit Singh Hits Songs | Latest Bollywood Songs | Indian Songs,1
Ajit,Arijit Singh With His Soulful Performance Mirchi Music Awards HD *High Quality* with Mp3 LINK,1
Ajit,Shayad - Love Aaj Kal | Kartik | Sara | Arushi | Pritam | Arijit Singh,1
Ajit,"Full Song: KHAIRIYAT (BONUS TRACK) | CHHICHHORE | Sushant, Shraddha | Pritam, Amitabh B|Arijit Singh",1
Ajit,"Chhod Diya (Lyrics) - Arijit Singh, Kanika Kapoor | Baazaar",1
Ajit,Arijit Singh Live MTV India Tour | Mumbai Highlights | 1080p FULL HD,1
Ajit,Hamdard Full Video Song | Ek Villain | Arijit Singh | Mithoon,1
Ajit,Arijit Singh with his soulful performance | 6th Royal Stag Mirchi Music Awards | Radio Mirchi,1
Ajit,Arijit Singh live lockdown Virtual Concert 2021 | Helping Rural India | Full live concert,1
Ajit,Jaan Nisaar - Lyrical | Kedarnath| Arijit Singh | Sushant Singh Rajput | Sara Ali Khan| Amit Trivedi,1
Ajit,"Arijit Singh: Pachtaoge | Vicky Kaushal, Nora Fatehi |Jaani, B Praak, Arvindr Khaira | Bhushan Kumar",1
Ajit,"Lyrical: Thodi Jagah Video | Riteish D, Sidharth M, Tara S | Arijit Singh | Tanishk Bagchi",1
Ajit,"Hawayein Lyric Video - Jab Harry Met Sejal|Shah Rukh Khan, Anushka|Arijit Singh|Pritam",1
Ajit,"Jo Bheji Thi Duaa - Arijit Singh | Nandini Srikar, Kumaar | Vishal-Shekhar | Shanghai",1
Ajit,"Kalank Title Track - Lyrical | Alia Bhatt , Varun Dhawan | Arijit Singh | Pritam| Amitabh",1
Ajit,"Arijit Singh : Lambiyaan Si Judaiyaan  Full Song | Raabta | Sushant Rajput, Kriti Sanon | T-Series",1
Ajit,"Full Song: Tujhe Kitna Chahne Lage | Kabir Singh | Mithoon Feat. Arijit Singh | Shahid K, Kiara A",1
Ajit,Agar Tum Saath Ho - Full Song - ALKA YAGNIK and ARIJIT SINGH,1
Ajit,"Dil Na Jaaneya - Arijit Singh | Good Newwz | Akshay Kumar, Kareena Kapoor, Diljit, Kiara | Rochak K",1
Ajit,ARIJIT SINGH BEST HEART TOUCHING SONGS | TOP 15 SAD SONGS OF ARIJIT SINGH@Sweet Bhavika,1
Ajit,Neha Kakkar | Tribute to Arijit Singh | Vibhor Parashar | Kunal Pandit | Smule Mirchi Music Awards,1
Ajit,"Salamat Lyrics | Sarbjit | Amaal Mallik, Arijit Singh &amp; Tulsi Kumar",1
Ajit,"Jo Tum Aa Gaye Ho - Toofaan | Farhan Akhtar,Mrunal T|Arijit Singh|Samuel,Akanksha|Javed Akhtar,Manoj",1
Ajit,Tomake Chai (তোমাকে চাই ) | Gangster | Arijit Singh | Arindom | Yash | Mimi | Birsa Dasgupta | SVF,0
Ajit,"Tera Fitoor Lyrical - Genius | Utkarsh Sharma, Ishita Chauhan | Arijit Singh | Himesh Reshammiya",1
Ajit,Ananya - Toofaan | Farhan Akhtar &amp; Mrunal Thakur | Arijit Singh | Shankar Ehsaan Loy | Javed Akhtar,1
Ajit,Best Of Arijit Singh And Atif Aslam Songs 2019 | NEW HINDI ROMANTIC LOVE SONGS | Bollywood SonGS,1
Ajit,"Haan Main Galat - Love Aaj Kal | Kartik, Sara | Pritam | Arijit Singh | Shashwat",1
Ajit,"Chal Wahan Jaate Hain Full VIDEO Song - Arijit Singh | Tiger Shroff, Kriti Sanon | T-Series",1
Ajit,How to Sing by Arijit Singh for New Singer  basic Technic for new Singers 2019,1
Ajit,Best of Arijit Singh 2020 | 80 Super Hit Songs Jukebox | 6 hours non stop,1
Ajit,"Bollywood New Songs 2021 💖 Jubin Nautyal, Arijit Singh, Atif Aslam,Neha Kakkar 💖 Hindi Songs.",1
Ajit,"AGAR TUM SAATH HO (LYRICS) | ARIJIT SINGH, ALKA YAGNIK | RANBIR K, DEEPIKA P | A.R REHMAN, IRSHAAD K",1
Ajit,Main Tera Hero | Shanivaar Raati | Full Video Song | Arijit Singh | Varun Dhawan,1
Ajit,"ARIJIT SINGH VERSION: Bekhayali Full Song | Kabir Singh | Shahid K,Kiara A | Sandeep Reddy V| Irshad",1
Ajit,"Mast Magan - Arijit Singh, Chinmayi Sripada [WORMONO Lofi Remake] | 2 States | Bollywood Lofi",1
Ajit,Jaan Nisaar - Arijit Singh [WORMONO Lofi Remake] | Kedarnath | Bollywood Lofi,1
Ajit,Kabhi Jo Badal Barse | Breakup | Dj Seenu KGP | Love Mix | Arijit Singh | BASS CRACKERS,1
Ajit,Neki Ki Raah (LYRICS) - Arijit Singh Ft. Mithoon,1
Ajit,Arijit Singh&#39;s NEW SOULFUL Performance on Facebook Live 2021 | Indian American Reactions !!,1
Ajit,"Mast Magan FULL Video Song | 2 States | Arijit Singh | Arjun Kapoor, Alia Bhatt",1
Ajit,Khairiyat Puncho | Dj Remix | Arijit Singh | Sushant Singh | #Heart #Toching #Love Song | T M Series,1
Ajit,ARIJIT SINGH JUKEBOX 2016-2017| BEST OF ARIJIT SINGH| TOP 20 SONGS OF ARIJIT|,1
Ajit,Muskurane Lirik dan Artinya - Arijit Singh,0
Ajit,"New Hindi  Songs 2021 - Jubin Nautyal, Arijit Singh, Armaan Malik,Atif Aslam,Neha Kakkar",1
Ajit,450K Special Montage | Jaan Nisar | Arijit Singh | Best Ever | Pubg Mobile,0
Ajit,"Sajde | Full Song | Kill Dil | Ranveer, Parineeti, Arijit Singh, Nihira | Shankar-Ehsaan-Loy, Gulzar",1
Ajit,Qaafirana | Kedarnath | Sushant Rajput | Sara Ali Khan | Arijit Singh &amp; Nikhita | Amit Trivedi,1
Ajit,Gerua - Arijit Singh (lirik terjemahan indonesia),0
Raj,Indian Background Flute Music: Instrumental Meditation Music | Yoga Music | Spa Music for Relaxation,1
Raj,"DILBAR Lyrical | Satyameva Jayate |John Abraham, Nora Fatehi,Tanishk B, Neha Kakkar,Dhvani, Ikka",0
Raj,Classical Indian Music,1
Raj,"Hindi Melody Songs | Superhit Hindi Song | kumar sanu, alka yagnik &amp; udit narayan",1
Raj,Hindi Songs Unforgettable Golden Hits| Kumar Sanu_Alka Yagnik_Sonu Nigam_Kavita Krishanamurty_Udit N,1
Raj,Nina Burmi | Mishra Bhairavi Thumri | Indian Classical Music,1
Raj,Top 5 Bollywood Dance Songs | [Traditional Hits] | JukeBox,1
Raj,"BEST Of Bollywood Old Hindi Songs, Romantic Heart Songs_ Kumar Sanu, Alka Yagnik, Lata Mangeshkar",1
Raj,"Hindi Melody Songs | Superhit Hindi Song | kumar sanu, alka yagnik &amp; udit narayan | #musical_masti",1
Raj,Bollywood Hits Songs 2021 💖 New Hindi Song 2021 💖 Top Bollywood Romantic Love Songs.,1
Raj,Nadiyon Paar - Full Song - Roohi | Janhvi Kapoor| Sachin-Jigar | Shamur | Rashmeet K,1
Raj,"Dil 1990 Songs  Aamir Khan, Madhuri Dixit  Popular 90&#39;s Songs  INDIAN MUSIC",1
Raj,Hit song 1999 ke,1
Raj,NEW BOLLYWOOD HINDI SONGS 2019 | VIDEO JUKEBOX | Top Bollywood Songs 2019,1
Raj,"Jaan Tere Naam Jukebox - Full Album Songs | Ronit Roy, Farheen, Nadeem Shravan",1
Raj,"Dilwale Lyrical Songs Jukebox With Dialogues | Ajay Devgan, Raveena Tandon | INDIAN MUSIC",1
Raj,Indian Tabla + Hang Drum Music || Positive Energy Beats || Yoga Music || Instrumental Music,1
Raj,Old Vs New Bollywood Mashup Songs 2021 | Old Hindi Songs Mashup Live_Romantic Songs_BoLLyWoOd MaSHuP,1
Raj,New Bollywood Songs 2018 - Top Hindi Songs 2018 (Trending Indian Music ),1
Raj,Traditional Hindu Music | Madhyalaya | Instrumental Indian Music,1
Raj,"Sapne Sajan Ke Movie All Songs Jukebox | Rahul Roy, Karisma Kapoor, Jackie Shroff | INDIAN MUSIC",0
Raj,Exquisite Afternoon Raag Bhimpalasi | Kaushiki Chakraborty | Patiala Khayal | Music of India,1
Raj,Old Hindi SONGS Unforgettable Golden Hits _ Ever Romantic Songs || Best Indian Songs | Eric Davis,1
Raj,Bhai Bhai Song | Bhuj: The Pride Of India |Sanjay D.| Mika S | Lijo George - DJ Chetas| Manoj M,1
Raj,Old Vs New Bollywood Mashup 2021 | Top 100 Hindi Romantic Songs - Indian mashup  \ Party Mashup 2021,0
Raj,Indian Flute Meditation Music || Pure Positive Vibes || Instrumental Music for Meditation and Yoga,1
Raj,"Sajan Movie all Songs Jukebox | Evergreen Hits Songs | Madhuri Dixit, Salman Khan, Sanjay dutt",1
Raj,Daler Mehndi - Tunak Tunak Tun Video,0
Raj,Indian Sitar Instrumental Music 10 Hours,0
Raj,Gadar Movie All Songs jukebox  | 90s Hit songs |  Hindi songs jukebox,1
Raj,"Native American Indian Meditation Music: Shamanic Flute Music, Healing Music, Calming Music",0
Raj,Panjabi MC - Mundian To Bach Ke (The Dictator Soundtrack),0
Raj,#teaser #shortclip3 #hindustaniclassicalraga #Indianmusic #Classicalmusic #VedangDharashive #music,1
Raj,Throwback Indian Remix (Bass Up Edition),0
Raj,Top 75 Most Viewed Indian Songs on Youtube of All Time | Most Watched Indian Songs,1
Raj,अच्छा Harmonium में कितना Keys और कितना Reed होना चाहिए | Indian Music ART,1
Raj,Yesu Mere | New Hindi Christian Song | Shirin George | Pr. Wilson George | Vijay Baisil ©,0
Raj,Hits of 60&#39;s Hindi Song Collection (1960-1969) | Non Stop Evergreen Love Songs,1
Raj,"Hindi Melody Songs | Sadabahar Gana : kumar sanu, alka yagnik &amp; udit narayan | #musical_masti",1
Raj,"OFFICIAL: &#39;India Waale&#39; FULL VIDEO Song |Happy New Year | Shah Rukh Khan, Deepika Padukone",1
Raj,This song makes me cry! The Last of the Mohicans THE BEST EVER! by Alexandro Querevalú,1
Raj,Despacito - Indian Classical Version (feat. Praveen Prathapan &amp; Janan Sathiendran),1
Raj,"Dilwale Dulhania Le Jayenge All Songs Jukebox | Shahrukh Khan, Kajol",1
Raj,NEW BOLLYWOOD HINDI SONGS 2018 | VIDEO JUKEBOX | Latest Bollywood Songs 2018,1
Raj,Best Of 60s &amp; 70s | Evergreen Hindi Songs |Purane Gaane | Dosti |Jeevan Mrityu |Chitchor | Old Songs,1
Raj,"Tum Bin Movie All Songs Jukebox | Priyanshu Chatterjee, Sandali Sinha | INDIAN MUSIC",1
Raj,INDIA CHILLOUT MUSIC MIX 2019 (Ishvari),0
Raj,Emayya Rama: Vizag Labs | Indian Classical Music,1
Raj,"Har Dil Jo Pyar Karega 4k Hd Video Song | Salman Khan, Rani Mukherjee | Alka Yagnik, Udit Narayan",1
Raj,Hindi Rhymes for Children &amp; Baby Songs Collection | Infobells,0
Raj,v_title,1
Raj,Best of Arijit Singh  l Arijit Singh Romantic Hindi Songs l Arijit Singh New Songs l Audio Jukebox,1
Raj,Best of Arijit Singhs 2019 | Arijit Singh Hits Songs | Latest Bollywood Songs | Indian Songs,1
Raj,Arijit Singh With His Soulful Performance Mirchi Music Awards HD *High Quality* with Mp3 LINK,1
Raj,Shayad - Love Aaj Kal | Kartik | Sara | Arushi | Pritam | Arijit Singh,1
Raj,"Full Song: KHAIRIYAT (BONUS TRACK) | CHHICHHORE | Sushant, Shraddha | Pritam, Amitabh B|Arijit Singh",1
Raj,"Chhod Diya (Lyrics) - Arijit Singh, Kanika Kapoor | Baazaar",1
Raj,Arijit Singh Live MTV India Tour | Mumbai Highlights | 1080p FULL HD,1
Raj,Hamdard Full Video Song | Ek Villain | Arijit Singh | Mithoon,1
Raj,Arijit Singh with his soulful performance | 6th Royal Stag Mirchi Music Awards | Radio Mirchi,1
Raj,Arijit Singh live lockdown Virtual Concert 2021 | Helping Rural India | Full live concert,1
Raj,Jaan Nisaar - Lyrical | Kedarnath| Arijit Singh | Sushant Singh Rajput | Sara Ali Khan| Amit Trivedi,1
Raj,"Arijit Singh: Pachtaoge | Vicky Kaushal, Nora Fatehi |Jaani, B Praak, Arvindr Khaira | Bhushan Kumar",1
Raj,"Lyrical: Thodi Jagah Video | Riteish D, Sidharth M, Tara S | Arijit Singh | Tanishk Bagchi",1
Raj,"Hawayein Lyric Video - Jab Harry Met Sejal|Shah Rukh Khan, Anushka|Arijit Singh|Pritam",1
Raj,"Jo Bheji Thi Duaa - Arijit Singh | Nandini Srikar, Kumaar | Vishal-Shekhar | Shanghai",1
Raj,"Kalank Title Track - Lyrical | Alia Bhatt , Varun Dhawan | Arijit Singh | Pritam| Amitabh",1
Raj,"Arijit Singh : Lambiyaan Si Judaiyaan  Full Song | Raabta | Sushant Rajput, Kriti Sanon | T-Series",1
Raj,"Full Song: Tujhe Kitna Chahne Lage | Kabir Singh | Mithoon Feat. Arijit Singh | Shahid K, Kiara A",1
Raj,Agar Tum Saath Ho - Full Song - ALKA YAGNIK and ARIJIT SINGH,1
Raj,"Dil Na Jaaneya - Arijit Singh | Good Newwz | Akshay Kumar, Kareena Kapoor, Diljit, Kiara | Rochak K",1
Raj,ARIJIT SINGH BEST HEART TOUCHING SONGS | TOP 15 SAD SONGS OF ARIJIT SINGH@Sweet Bhavika,1
Raj,Neha Kakkar | Tribute to Arijit Singh | Vibhor Parashar | Kunal Pandit | Smule Mirchi Music Awards,1
Raj,"Salamat Lyrics | Sarbjit | Amaal Mallik, Arijit Singh &amp; Tulsi Kumar",1
Raj,"Jo Tum Aa Gaye Ho - Toofaan | Farhan Akhtar,Mrunal T|Arijit Singh|Samuel,Akanksha|Javed Akhtar,Manoj",1
Raj,Tomake Chai (তোমাকে চাই ) | Gangster | Arijit Singh | Arindom | Yash | Mimi | Birsa Dasgupta | SVF,0
Raj,"Tera Fitoor Lyrical - Genius | Utkarsh Sharma, Ishita Chauhan | Arijit Singh | Himesh Reshammiya",1
Raj,Ananya - Toofaan | Farhan Akhtar &amp; Mrunal Thakur | Arijit Singh | Shankar Ehsaan Loy | Javed Akhtar,1
Raj,Best Of Arijit Singh And Atif Aslam Songs 2019 | NEW HINDI ROMANTIC LOVE SONGS | Bollywood SonGS,1
Raj,"Haan Main Galat - Love Aaj Kal | Kartik, Sara | Pritam | Arijit Singh | Shashwat",1
Raj,"Chal Wahan Jaate Hain Full VIDEO Song - Arijit Singh | Tiger Shroff, Kriti Sanon | T-Series",1
Raj,How to Sing by Arijit Singh for New Singer  basic Technic for new Singers 2019,0
Raj,Best of Arijit Singh 2020 | 80 Super Hit Songs Jukebox | 6 hours non stop,1
Raj,"Bollywood New Songs 2021 💖 Jubin Nautyal, Arijit Singh, Atif Aslam,Neha Kakkar 💖 Hindi Songs.",1
Raj,"AGAR TUM SAATH HO (LYRICS) | ARIJIT SINGH, ALKA YAGNIK | RANBIR K, DEEPIKA P | A.R REHMAN, IRSHAAD K",1
Raj,Main Tera Hero | Shanivaar Raati | Full Video Song | Arijit Singh | Varun Dhawan,1
Raj,"ARIJIT SINGH VERSION: Bekhayali Full Song | Kabir Singh | Shahid K,Kiara A | Sandeep Reddy V| Irshad",1
Raj,"Mast Magan - Arijit Singh, Chinmayi Sripada [WORMONO Lofi Remake] | 2 States | Bollywood Lofi",1
Raj,Jaan Nisaar - Arijit Singh [WORMONO Lofi Remake] | Kedarnath | Bollywood Lofi,1
Raj,Kabhi Jo Badal Barse | Breakup | Dj Seenu KGP | Love Mix | Arijit Singh | BASS CRACKERS,1
Raj,Neki Ki Raah (LYRICS) - Arijit Singh Ft. Mithoon,1
Raj,Arijit Singh&#39;s NEW SOULFUL Performance on Facebook Live 2021 | Indian American Reactions !!,1
Raj,"Mast Magan FULL Video Song | 2 States | Arijit Singh | Arjun Kapoor, Alia Bhatt",1
Raj,Khairiyat Puncho | Dj Remix | Arijit Singh | Sushant Singh | #Heart #Toching #Love Song | T M Series,1
Raj,ARIJIT SINGH JUKEBOX 2016-2017| BEST OF ARIJIT SINGH| TOP 20 SONGS OF ARIJIT|,1
Raj,Muskurane Lirik dan Artinya - Arijit Singh,0
Raj,"New Hindi  Songs 2021 - Jubin Nautyal, Arijit Singh, Armaan Malik,Atif Aslam,Neha Kakkar",1
Raj,450K Special Montage | Jaan Nisar | Arijit Singh | Best Ever | Pubg Mobile,0
Raj,"Sajde | Full Song | Kill Dil | Ranveer, Parineeti, Arijit Singh, Nihira | Shankar-Ehsaan-Loy, Gulzar",1
Raj,Qaafirana | Kedarnath | Sushant Rajput | Sara Ali Khan | Arijit Singh &amp; Nikhita | Amit Trivedi,1
Raj,Gerua - Arijit Singh (lirik terjemahan indonesia),0
Harsh,Indian Background Flute Music: Instrumental Meditation Music | Yoga Music | Spa Music for Relaxation,1
Harsh,"DILBAR Lyrical | Satyameva Jayate |John Abraham, Nora Fatehi,Tanishk B, Neha Kakkar,Dhvani, Ikka",0
Harsh,Classical Indian Music,1
Harsh,"Hindi Melody Songs | Superhit Hindi Song | kumar sanu, alka yagnik &amp; udit narayan",1
Harsh,Hindi Songs Unforgettable Golden Hits| Kumar Sanu_Alka Yagnik_Sonu Nigam_Kavita Krishanamurty_Udit N,1
Harsh,Nina Burmi | Mishra Bhairavi Thumri | Indian Classical Music,1
